date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
2018-02-07,,,Current Employee ,Lots of potential!,,0,"- company growth is insane. now is the time to join and be a part of something exciting and huge
- there is a strong push for autonomy and owning your work (huge plus for me)
- people are all around great people
- perks are solid",- a lot of technical debt and catching up to do all around (including processes and general workflow in non-eng capacities). This could be a plus if you like these challenges and want to impact / help scale a company.,"- definitely feel like we're on the right patch. In support of recent key hires that make us feel like we're properly equipped for the growth
- feels like we're moving too fast at times... I think it's important to prioritize the foundation and investing in infrastructure clean-up too",5.0,3.0,5.0,5.0,5.0,5.0
2018-02-08, Recruiting Coordinator,"San Mateo, CA",Current Employee ,Most innovative company ever!,Less than a year,0,"Great mission, talented people striving to usher the next generation of entertainment! Really competitive benefits, perks, upper level management cares! Opportunity to grow within the company while career development is definite! Culture is unlike anything I have experienced. We are a family here!","Growing at a rapid pace, and with that comes challenges. But these challenges are well worth it and gives us the opportunity to grow as individual contributors.",,5.0,5.0,5.0,5.0,5.0,5.0
2018-02-08,,,Current Employee ,The place to be...,,0,"Amazing culture that is un-matched. While this company is still a start up this is the best group of like-minded , mission driven/focused individuals I have ever had the pleasure of meeting. Great perks as well, and usually it is you get either great perks and a not so great company culture/environment or you get the great culture with no perks. You without a doubt get the best of both worlds.","Accelerated growth - although, not necessarily a con.",,5.0,5.0,5.0,5.0,5.0,5.0
2018-02-08,,"San Mateo, CA",Current Employee ,Amazing company I had no idea about,Less than a year,0,"-> Great People
-> Exploding Growth
-> Product you can be proud of
-> Outstanding benefits (Food, Caltrain, Etc.)
-> Brand new office","-> The Commuter bus near Caltrain sometimes isn't there and you have to walk from the station to the office, but not a major factor",,5.0,4.0,5.0,5.0,5.0,5.0
2018-02-07,,,Current Employee ,Great Culture,,0,Working with people you like makes work a ton better!,The coffee is keurig :(,,5.0,5.0,5.0,5.0,5.0,5.0
2018-01-29, Recruiting Coordinator,"San Mateo, CA",Current Employee ,My manager is supportive with my career growth and is coaching me along the way,More than a year,0,"Great work environment. It can get loud at times due to the open floor plan, but we get reimbursed $300 for noise canceling headphones! We just moved into a new spot, so the building is beautiful and big. My manager is supportive with my career growth and is coaching me along the way.",We're growing at a rapid speed - running out of space.. but luckily we will eventually expand to have an additional building.,,5.0,5.0,5.0,5.0,5.0,5.0
2017-12-25,,,Current Employee ,Good company with great potential,,0,Friendly and pleasant working environment,"Job division and content is not very organized, but it was also the time for the company to grow and scale fast",,5.0,,,,,
2017-12-20, Hot Topic Sales Associate,"America, OK",Current Employee ,Great!,More than 10 years,0,"Because, Roblox is great !!!",Great!! I'm loving it!!!! WOW!!!!😎😎😎😎😎😎😎,Happy Holidays! 2k17 Christmas 5 days left!!! Roblox is GREAT!!!!,5.0,5.0,5.0,5.0,5.0,5.0
2017-12-15, Software Engineer,"San Mateo, CA",Current Employee ,An Awesome Company,More than a year,0,"Good culture
So many talented people and they are very passionate about their work
Work-life balance
REAL unlimited paid vacations
Colleagues from different teams are very supportive
Happy working environment
Many free snacks
Free meals and happy hours",Fast growing makes some processes a bit slow.,,5.0,5.0,5.0,4.0,4.0,4.0
2017-12-11, Game Engineer,"San Mateo, CA",Current Employee ,My personal choice,Less than a year,0,"Well, first of all, they have some really nice and efficient recruiters here. Thanks to Stacey Ruderman and Bette Vu, the interview is surprisingly fast. As far as I can tell, they will try everything to help the candidate easy their nerve and do their best during the interview process.
For people who prefer a little diversity, this is a great place to work. I have meet people from differrent places with a veriaty of backgrounds here. I think anyone pays attention to others could learn a lot.
And folks here are always ready to help others out. They will lend me a hand form small questions like forgetting my password to alittle trickier ones like messed up with Pforce.(Please be more forgitive, I am new here).","Something wrong with the water machine, I have press pretty hard and only a tiny little stream of water was flowing into my cup. Unhappy about that.",,5.0,4.0,5.0,5.0,4.0,4.0
